entry_id,project_id,employee_id,date,hours,billable,activity_type
88,96,101,2023-11-22 14:42:23.497854013,7.3,True,Meeting
165,90,108,2024-02-12 00:12:48.176296294,9.8,True,Meeting
108,93,84,2020-12-05 05:34:36.154651811,11.3,True,Research
72,104,92,2022-04-13 12:43:17.254697536,7.2,True,Research
116,119,104,2023-10-25 10:25:23.915622464,7.6,True,Research
81,103,75,2020-07-11 02:56:37.526709067,7.4,False,Research
118,92,82,2021-05-16 22:33:02.457798785,6.4,True,Research
95,81,99,2020-10-27 13:16:32.099693435,5.0,False,Research
91,90,139,2021-05-17 09:50:43.546748816,6.9,True,Research
132,92,81,2022-07-18 02:47:50.677672782,8.6,True,Research
111,90,110,2020-11-07 06:31:12.425359285,7.6,True,Analysis
119,77,121,2021-02-15 21:38:36.831610532,6.5,True,Research
108,121,76,2021-01-04 22:21:45.517210691,9.3,True,Analysis
91,109,124,2024-07-12 04:52:10.138605835,8.2,True,Research
112,53,114,2021-12-03 15:39:56.046260445,12.0,True,Research
124,94,69,2022-03-29 13:30:44.454854418,8.6,True,Research
102,96,104,2020-07-31 06:33:12.577717202,8.3,False,Analysis
136,116,87,2022-11-17 16:14:54.939439878,7.0,True,Meeting
117,94,74,2020-12-09 22:25:09.269883362,8.7,True,Documentation
104,109,102,2022-10-13 12:26:18.970134043,5.8,True,Research
105,75,75,2022-09-18 08:35:38.977946249,7.7,True,Research
102,107,99,2022-08-14 08:06:18.723701657,7.4,False,Analysis
74,118,94,2022-03-10 12:52:23.872282736,8.4,False,Research
98,76,96,2020-10-03 10:04:33.145201765,8.1,True,Documentation
104,66,114,2021-10-02 13:00:47.894550136,7.8,True,Documentation
91,109,116,2021-11-12 23:43:47.469177741,9.4,True,Research
106,66,102,2023-08-30 08:44:35.526535509,9.9,True,Research
100,107,116,2024-12-08 18:18:37.789913356,9.8,True,Research
115,126,75,2023-07-29 00:49:14.272897090,8.9,True,Training
113,96,94,2022-04-01 13:14:44.866400136,8.2,True,Documentation
103,78,102,2021-06-11 13:04:49.130281403,8.9,True,Analysis
72,128,84,2020-11-13 13:30:34.196549364,8.2,True,Research
135,85,98,2020-09-21 05:38:12.794212572,9.0,True,Analysis
97,58,85,2020-10-03 15:45:18.202276831,7.4,True,Meeting
98,98,104,2022-11-02 15:04:52.664693202,7.9,False,Analysis
93,103,121,2022-07-22 13:46:46.874914921,9.8,True,Documentation
90,106,108,2024-03-04 18:11:54.307450701,8.9,True,Training
130,141,101,2022-02-16 11:09:13.531202735,8.7,True,Research
127,77,113,2021-09-01 02:07:04.508035560,7.6,True,Analysis
108,82,130,2020-01-23 04:43:34.440633048,7.7,True,Research
97,84,85,2021-03-02 14:20:41.474064228,6.2,True,Analysis
112,70,119,2024-07-04 13:40:28.232483975,7.6,True,Research
101,92,90,2020-10-21 01:34:16.077568825,7.8,True,Analysis
96,134,74,2020-09-28 06:03:37.123696887,8.0,True,Documentation
106,107,79,2022-06-09 02:26:53.376920642,5.8,True,Research
91,91,84,2022-04-19 10:47:03.801724136,10.0,True,Analysis
105,85,91,2021-01-15 16:40:18.372656198,7.0,True,Analysis
104,113,77,2021-03-02 22:34:59.535459902,5.4,True,Research
112,70,92,2024-05-12 12:25:32.441469754,6.4,True,Analysis
87,108,115,2024-10-18 14:14:38.648424614,6.0,True,Documentation
114,77,113,2021-04-09 19:06:27.566332545,6.5,True,Research
81,96,115,2020-10-11 06:15:31.600259604,8.2,True,Research
88,137,121,2020-03-04 16:10:52.526107341,9.2,False,Research
89,98,97,2024-11-08 00:45:16.275186027,7.1,True,Documentation
78,104,82,2021-12-20 05:00:39.577755962,3.8,True,Research
120,82,94,2023-11-10 15:07:37.411780523,5.5,True,Meeting
80,76,130,2022-07-08 18:15:20.011823814,8.2,True,Analysis
86,57,92,2022-03-21 01:18:51.853186269,5.8,True,Research
125,103,94,2024-12-18 17:12:19.440172314,7.4,True,Research
88,105,96,2021-05-06 17:47:26.613108132,5.6,True,Documentation
96,107,103,2023-12-27 16:03:20.548492641,7.3,False,Research
79,136,118,2023-11-04 04:47:04.137130286,7.1,True,Research
116,111,103,2022-04-04 12:23:32.189543218,7.2,True,Research
116,112,141,2023-10-28 16:11:00.188870566,6.8,True,Training
114,110,128,2023-12-06 15:11:02.525479819,5.3,True,Analysis
110,54,104,2020-11-26 15:41:17.912998055,9.0,True,Research
101,103,100,2020-04-14 01:55:56.820469575,7.1,True,Research
89,110,97,2021-12-15 11:36:06.218230532,8.8,True,Documentation
83,78,104,2021-08-29 14:47:50.185498164,7.7,True,Research
125,108,90,2022-05-15 17:15:22.602095135,8.3,True,Research
115,96,85,2020-12-10 20:15:40.878884476,7.0,True,Research
86,146,107,2021-05-19 15:03:36.171339760,7.4,True,Analysis
100,100,114,2023-08-11 11:29:02.350301537,6.4,True,Documentation
93,129,94,2022-02-28 09:46:17.945344500,7.6,True,Research
77,107,101,2024-03-15 15:34:32.618276050,7.9,True,Research
103,103,101,2024-01-25 00:00:34.214549716,5.7,True,Analysis
91,68,68,2020-01-29 10:58:18.607378986,7.9,False,Training
80,112,96,2022-08-10 06:34:03.353178433,8.6,True,Research
70,75,121,2020-06-14 01:54:24.493519172,10.1,True,Analysis
68,87,119,2024-06-09 22:42:18.331084138,7.5,True,Research
92,83,84,2020-09-26 22:20:57.936265208,7.0,True,Research
98,95,119,2020-02-01 17:59:12.692883866,5.0,True,Meeting
82,80,83,2021-01-06 09:10:17.124258040,6.9,True,Research
113,108,110,2022-08-03 00:13:13.773237672,8.5,True,Research
98,109,139,2021-12-24 10:23:15.483861528,7.2,True,Research
111,80,94,2021-07-20 15:43:27.584597751,4.1,True,Documentation
96,126,116,2023-08-11 21:23:06.208297310,7.0,False,Research
84,93,139,2022-08-04 09:52:08.055433812,7.4,True,Documentation
102,123,90,2020-05-14 09:41:40.623622663,7.6,True,Research
74,93,135,2023-09-06 12:19:13.672657565,9.6,True,Analysis
110,48,86,2021-10-17 15:36:56.767731410,8.4,True,Documentation
81,105,84,2023-11-14 18:58:06.122202134,6.3,True,Research
118,94,153,2024-04-25 05:58:42.928109196,7.3,False,Documentation
93,79,89,2021-10-01 21:01:02.670493820,6.2,True,Documentation
121,130,140,2023-09-08 11:17:05.503815562,8.2,True,Research
77,119,107,2021-10-08 11:43:34.988275472,7.3,True,Analysis
86,107,108,2021-06-06 16:01:58.856670232,7.8,True,Analysis
107,104,111,2023-02-25 18:31:35.576242318,6.8,True,Analysis
123,116,102,2021-10-01 01:30:43.214713540,4.9,True,Documentation
133,134,110,2021-02-02 16:06:37.597196109,7.6,True,Research
100,84,83,2022-11-29 00:37:59.968401771,8.1,True,Research
136,75,59,2020-09-20 00:39:16.617975592,9.4,True,Meeting
94,101,124,2020-01-11 17:57:19.717352170,7.7,False,Research
121,58,120,2021-01-11 05:24:11.686827369,7.0,True,Documentation
81,127,116,2022-05-03 05:58:48.020088676,10.0,True,Documentation
108,79,86,2022-02-24 04:25:43.437038758,7.2,False,Analysis
53,90,90,2023-05-24 04:55:29.483620689,6.7,True,Research
77,109,104,2024-10-28 02:38:01.574461903,7.5,True,Analysis
109,113,147,2021-02-02 04:25:18.100270442,7.4,True,Analysis
73,93,83,2020-02-05 16:25:37.540890973,6.5,True,Analysis
108,66,115,2021-04-28 02:09:57.678284395,5.8,True,Analysis
118,104,140,2021-12-09 04:52:32.158602361,7.6,True,Documentation
89,103,105,2022-11-02 02:59:16.463649186,5.1,True,Research
80,81,111,2024-04-01 06:19:07.549499096,6.9,True,Analysis
90,98,97,2021-11-20 09:19:32.014576913,6.9,True,Analysis
80,89,121,2022-01-05 19:29:14.730835498,7.5,True,Analysis
97,127,84,2021-01-04 05:35:02.470467787,7.7,True,Documentation
102,82,100,2023-12-21 02:19:17.496735881,6.8,True,Research
93,92,105,2024-11-12 15:39:45.261866625,7.2,True,Analysis
133,132,123,2021-10-21 02:54:47.456994534,7.8,False,Research
85,97,124,2021-12-30 04:10:54.865863762,7.3,True,Documentation
127,108,147,2020-05-10 10:20:47.450275835,6.5,True,Documentation
79,91,98,2022-04-20 11:51:02.042418016,7.6,True,Meeting
101,80,105,2021-10-24 12:40:16.612156683,10.2,True,Research
123,68,107,2023-12-13 02:34:04.122164413,7.7,False,Documentation
122,96,99,2021-03-30 17:40:51.448598679,7.9,True,Documentation
91,112,105,2024-05-22 08:08:49.875024742,6.7,False,Research
111,106,90,2024-09-09 19:17:36.697011349,6.9,True,Documentation
108,96,88,2021-05-13 09:20:47.426757856,6.5,False,Research
89,117,105,2023-11-22 16:09:16.886334189,7.3,True,Documentation
112,79,128,2020-11-07 15:56:55.288938172,8.6,True,Research
137,100,104,2024-12-03 16:51:53.713505642,7.3,False,Research
109,112,87,2022-09-23 00:59:46.740711245,9.0,True,Research
111,80,106,2021-12-28 12:52:39.159531754,7.6,True,Documentation
113,74,112,2021-05-18 02:34:41.360193866,6.2,True,Documentation
70,93,103,2020-11-17 01:53:57.242307252,7.5,True,Analysis
109,70,120,2024-09-28 23:30:20.150059854,6.2,True,Research
79,86,92,2022-02-14 11:26:31.459784900,6.3,False,Analysis
88,136,90,2023-06-30 16:32:26.452104585,7.0,True,Research
143,139,87,2021-07-13 20:57:11.212400391,10.2,True,Research
94,93,86,2024-10-05 03:23:36.511731832,8.8,True,Analysis
85,97,86,2021-07-05 10:32:19.659010013,5.8,True,Analysis
123,97,92,2023-03-04 11:40:57.423503041,7.4,True,Documentation
81,70,110,2021-02-27 15:57:07.710013921,9.2,True,Meeting
91,96,94,2024-08-14 23:21:36.230753754,8.2,True,Research
124,109,82,2021-10-22 05:18:56.279941537,7.4,True,Research
100,83,87,2020-12-29 13:27:02.948125419,4.8,True,Analysis
68,86,115,2020-12-11 16:59:37.404748135,5.8,True,Research
110,116,74,2023-05-06 07:24:55.951417004,7.2,True,Training
92,75,98,2023-10-25 22:40:34.681454020,9.1,True,Analysis
130,79,105,2021-06-18 10:43:30.150257730,9.6,False,Analysis
87,96,89,2024-11-08 23:33:49.106657234,6.7,True,Research
121,93,107,2024-06-03 07:07:46.617299827,8.8,True,Meeting
135,83,98,2021-09-11 10:57:24.429324500,6.3,True,Research
82,105,91,2020-08-14 05:58:38.929491129,8.4,True,Meeting
96,92,114,2020-11-09 07:28:09.241786115,4.0,True,Research
107,109,125,2024-04-04 13:38:46.124827534,5.9,True,Research
82,82,130,2021-04-08 09:46:53.633489382,5.8,True,Documentation
105,96,84,2021-07-16 01:37:33.258869284,5.1,True,Analysis
95,98,104,2021-10-27 17:46:42.445790199,7.8,True,Research
95,116,110,2022-09-25 09:28:52.131515824,6.1,False,Documentation
100,108,90,2023-09-16 07:08:32.439904016,6.0,False,Research
101,118,92,2021-03-14 00:22:51.787208873,7.3,True,Analysis
103,65,114,2022-04-23 09:04:23.595332692,5.6,True,Research
88,91,125,2022-03-10 07:36:28.781605579,5.6,True,Analysis
88,76,120,2020-07-28 08:10:14.977843229,8.2,True,Documentation
97,102,120,2022-11-07 03:51:41.118442857,8.2,True,Analysis
99,106,135,2020-09-22 08:41:57.434245399,9.1,True,Analysis
91,97,124,2020-07-10 21:03:32.541334147,9.1,True,Research
106,129,99,2024-10-28 19:44:52.854487472,5.7,False,Documentation
63,112,90,2021-09-08 22:30:07.511127272,7.5,True,Documentation
85,119,84,2024-06-21 15:21:10.465186412,9.7,True,Meeting
94,103,128,2022-11-15 19:50:57.240970029,8.6,True,Research
82,100,90,2023-12-02 01:01:55.042162969,5.9,False,Documentation
132,114,125,2024-11-16 21:25:51.107487019,8.2,True,Analysis
100,141,86,2024-03-04 19:04:16.910017679,6.4,True,Research
103,96,121,2022-08-09 12:56:46.543909638,7.0,False,Analysis
90,90,98,2024-01-17 20:34:06.383596936,8.1,True,Analysis
99,85,83,2024-02-26 11:04:21.128878958,8.2,True,Analysis
75,98,87,2022-09-01 03:47:15.361624896,7.0,True,Meeting
96,107,132,2021-08-31 22:58:49.493218299,5.0,True,Analysis
81,77,97,2021-03-20 05:21:26.593999893,7.0,True,Research
94,107,103,2023-11-03 00:50:58.210153036,7.5,True,Analysis
48,115,140,2024-09-10 13:29:01.823385056,4.3,True,Analysis
77,104,132,2021-04-26 18:28:37.367487773,6.9,True,Analysis
129,158,146,2024-08-26 22:45:13.702299490,6.3,False,Analysis
116,111,75,2023-03-24 05:26:30.931768919,6.8,False,Documentation
126,83,94,2022-03-23 01:31:15.229070790,6.6,True,Meeting
127,76,115,2020-04-01 02:25:01.003592706,4.6,True,Research
113,118,120,2020-05-19 16:59:06.308343851,6.6,True,Documentation
90,90,117,2023-07-09 14:46:14.161205765,6.6,True,Research
79,80,96,2021-05-12 18:53:19.819157377,8.0,True,Research
122,100,94,2024-04-17 23:56:11.005810565,5.3,True,Documentation
101,71,132,2022-03-21 20:53:18.338463446,7.5,True,Documentation
149,103,103,2022-01-14 13:15:05.028218267,5.8,True,Research
92,80,99,2022-05-24 13:49:03.301667846,8.2,True,Training
139,93,103,2022-07-17 06:51:16.421180361,8.9,True,Research
96,96,84,2024-11-11 06:13:46.210558204,9.2,True,Documentation
126,48,81,2020-03-09 11:30:02.112820396,10.4,True,Research
133,72,126,2024-03-11 05:53:29.304111890,3.1,False,Training
79,76,114,2023-11-21 00:21:31.872329940,6.3,True,Documentation
90,112,103,2022-04-12 16:39:47.314392133,9.0,True,Analysis
79,80,89,2023-12-18 23:22:21.081867068,5.9,True,Meeting
75,53,104,2021-11-20 15:38:39.681238020,9.6,True,Training
113,78,108,2020-12-02 23:56:16.014808290,7.6,True,Documentation
96,141,77,2020-01-17 10:18:19.037228708,7.8,True,Research
101,72,85,2022-10-04 17:32:59.989349618,6.6,True,Meeting
111,117,135,2023-02-22 00:03:00.722584313,9.0,True,Research
62,116,106,2020-10-22 10:02:37.334505607,8.7,True,Training
125,108,73,2020-06-13 17:35:19.160064676,7.8,True,Analysis
93,78,110,2024-12-04 14:07:39.751022334,4.2,True,Documentation
110,118,139,2020-08-18 02:31:00.894218903,5.9,True,Analysis
112,103,101,2020-09-04 12:42:13.585264059,3.7,True,Meeting
127,107,111,2021-05-08 06:54:10.158659877,8.8,False,Documentation
97,90,87,2022-07-06 21:44:02.474547570,9.1,True,Research
57,112,108,2020-01-14 03:20:26.546046959,6.8,True,Analysis
101,58,81,2020-05-30 11:33:41.603921245,7.5,True,Research
104,126,96,2024-01-18 15:07:15.758483394,7.1,True,Research
79,105,121,2024-08-16 04:44:52.716945145,9.7,True,Documentation
102,129,107,2024-11-16 16:44:12.172389532,7.6,True,Analysis
92,112,111,2022-01-08 01:14:55.407845709,6.7,False,Analysis
73,117,147,2023-02-23 04:49:04.877742053,7.4,False,Analysis
113,117,90,2020-03-28 23:02:12.513327221,7.5,True,Documentation
88,108,83,2023-04-09 02:12:15.903243451,8.0,True,Meeting
91,81,92,2023-06-27 19:18:02.439556733,6.1,True,Meeting
90,81,83,2022-10-25 15:54:19.621452485,6.0,True,Training
124,102,121,2021-07-01 16:38:31.739305226,4.7,True,Documentation
99,94,111,2023-11-12 23:30:34.670178138,6.2,True,Research
101,126,96,2024-07-05 07:55:06.979055603,8.2,True,Documentation
91,141,105,2021-02-22 17:30:15.995789775,7.9,True,Training
109,122,83,2023-03-10 04:47:59.455476621,8.9,True,Meeting
126,104,130,2021-04-11 08:27:39.704897020,3.1,True,Analysis
112,108,136,2021-07-28 23:57:51.601697937,8.2,False,Documentation
113,125,102,2021-06-21 09:15:27.568454044,6.9,True,Meeting
112,96,92,2022-01-12 17:22:35.364444905,7.4,True,Research
72,80,88,2021-08-07 13:42:55.287896421,7.0,True,Analysis
82,58,107,2021-06-19 04:51:31.117276079,7.0,True,Analysis
95,108,110,2023-01-14 06:30:46.275689629,7.4,True,Research
85,91,91,2024-04-27 12:38:34.323809510,8.8,True,Research
78,133,100,2020-05-03 21:30:31.813514955,8.9,True,Research
62,158,115,2021-06-18 16:52:48.695820615,5.4,True,Research
73,92,104,2021-09-18 22:13:40.642861940,8.0,True,Research
94,70,104,2022-12-22 19:34:18.409847452,6.2,True,Analysis
98,116,110,2020-06-18 13:11:56.723754791,7.5,True,Meeting
84,92,73,2020-04-03 05:31:51.840918895,7.5,True,Research
101,118,98,2020-10-16 23:13:04.353435256,8.5,True,Analysis
91,85,119,2021-06-05 13:11:16.000615401,5.3,True,Analysis
121,106,75,2021-06-24 14:11:23.306076183,8.2,True,Training
96,129,83,2021-09-21 12:22:05.199447859,7.7,True,Analysis
113,118,102,2024-10-30 14:52:40.676177970,8.9,True,Training
104,98,135,2021-02-14 05:08:27.886063311,6.7,True,Research
71,97,106,2022-02-11 00:28:13.480815292,8.3,True,Analysis
98,117,113,2023-01-28 11:39:11.072862154,5.8,True,Meeting
75,113,113,2021-12-21 22:39:46.706864317,6.2,True,Analysis
97,77,114,2022-02-10 02:08:22.687630485,7.7,True,Research
85,92,108,2022-02-05 06:15:27.505640264,6.1,True,Meeting
107,101,114,2024-10-09 23:49:33.020883764,8.1,True,Meeting
73,81,108,2020-07-19 05:01:22.840800129,4.1,True,Documentation
100,124,81,2021-10-13 21:49:28.541532570,7.4,True,Research
111,75,87,2023-10-20 21:05:09.484282852,7.5,True,Research
118,72,136,2024-10-23 16:53:38.470287574,6.8,True,Research
84,82,119,2021-04-29 20:46:02.511408194,8.7,True,Analysis
100,76,128,2022-10-03 05:38:38.199202891,7.8,True,Meeting
103,92,139,2020-07-01 01:00:05.457451826,6.8,True,Documentation
130,109,104,2024-04-24 00:29:17.793645577,6.5,True,Research
70,123,93,2021-08-03 23:56:14.182239406,7.6,True,Documentation
81,129,83,2021-12-16 20:05:44.964337289,7.5,True,Analysis
156,122,125,2020-03-22 11:39:06.397044621,7.2,True,Research
94,96,108,2023-03-18 08:13:06.031092179,8.6,True,Research
62,70,114,2020-05-04 21:04:45.425548994,5.9,True,Research
88,118,99,2022-04-19 12:22:55.661599856,7.2,False,Research
44,103,72,2023-05-03 10:54:16.748389922,10.1,True,Documentation
104,115,86,2024-03-26 14:08:25.900309024,7.2,True,Documentation
116,92,105,2023-07-18 08:58:35.510735019,6.5,False,Research
81,118,108,2020-12-21 22:21:42.118317344,7.2,True,Documentation
90,90,111,2022-04-30 14:40:37.555213052,6.7,True,Analysis
118,96,102,2021-01-21 06:59:46.087963220,7.0,True,Documentation
64,92,98,2022-04-15 02:34:48.028301135,8.3,True,Documentation
73,89,116,2020-06-12 20:59:12.326093515,7.8,True,Documentation
95,113,97,2024-07-22 05:37:51.935805299,4.4,True,Research
84,76,130,2024-03-02 09:57:40.201323356,9.4,True,Training
94,96,120,2022-07-27 02:39:28.965266203,7.0,True,Research
74,108,86,2022-10-01 16:15:10.465298005,6.4,True,Analysis
104,110,102,2022-08-26 18:12:06.321897937,8.1,True,Research
97,127,85,2023-05-01 04:53:26.357893676,9.6,True,Documentation
110,124,83,2023-09-15 22:15:25.645942969,8.6,True,Training
104,86,111,2024-01-03 23:03:44.932871696,7.2,True,Analysis
104,90,121,2021-06-18 02:20:44.834807860,7.9,True,Documentation
71,92,84,2021-10-24 21:48:33.214357328,7.3,False,Analysis
109,134,107,2024-03-13 01:52:06.518494275,5.4,False,Analysis
93,107,101,2020-08-07 08:13:28.402258665,6.3,True,Research
96,58,83,2022-05-08 08:46:49.598955467,5.2,True,Meeting
120,86,87,2021-03-04 04:47:33.814371071,10.9,True,Research
85,107,77,2021-09-21 15:02:09.718416718,6.3,True,Analysis
127,90,98,2022-01-20 22:20:58.020425577,7.8,True,Analysis
128,122,83,2023-07-27 16:08:38.643521516,8.5,True,Analysis
115,134,102,2020-08-09 02:18:12.383429599,7.4,True,Research
80,132,112,2021-10-27 17:24:34.671768207,8.1,True,Documentation
56,121,103,2022-11-03 02:16:55.437476570,6.7,True,Meeting
121,110,90,2024-01-17 18:46:14.262950286,8.2,True,Analysis
102,110,135,2023-04-01 12:08:32.692193815,6.1,True,Research
85,77,98,2022-09-27 17:38:30.181086694,6.8,True,Research
123,112,88,2021-05-24 23:38:51.829253413,8.6,True,Documentation
82,70,85,2024-11-16 22:50:30.227043774,6.6,True,Research
91,93,117,2023-08-31 23:40:03.813701827,8.4,True,Research
110,98,77,2020-07-14 15:03:12.704656954,6.1,True,Research
77,98,117,2021-02-04 09:50:25.617675340,9.9,False,Meeting
97,83,98,2023-03-09 15:45:34.905924689,9.6,True,Research
121,98,83,2022-10-03 16:53:50.672793328,7.3,False,Training
104,93,105,2022-11-18 15:16:28.619814384,9.1,True,Research
124,92,102,2021-12-02 20:03:45.312229627,7.7,True,Analysis
122,93,84,2024-09-22 15:21:35.882394519,5.9,True,Research
100,106,83,2020-11-13 21:05:52.500017970,9.4,True,Research
53,123,114,2021-01-03 12:01:31.907135804,5.4,True,Research
77,81,103,2021-08-22 10:50:34.810720084,7.1,True,Research
115,90,127,2024-02-10 03:37:44.099026088,6.3,True,Research
68,90,84,2024-08-22 11:48:28.719837582,9.2,False,Documentation
93,129,87,2021-08-22 10:13:52.588247613,7.4,True,Research
106,129,81,2021-01-22 04:59:49.772715789,7.2,False,Research
129,115,83,2023-07-26 22:22:34.906558072,7.7,False,Analysis
88,99,94,2023-12-15 19:17:24.770019203,9.8,True,Research
87,70,121,2023-06-01 08:44:42.426989346,9.0,True,Documentation
98,115,88,2020-06-21 07:55:42.173395482,9.9,True,Research
107,82,75,2022-01-14 09:40:06.501768788,6.6,True,Research
96,104,87,2023-03-24 18:07:24.346752831,9.0,True,Research
120,101,100,2020-01-21 04:12:12.576082644,6.7,True,Analysis
84,132,77,2020-01-14 00:46:35.888424263,4.8,False,Research
102,109,88,2022-04-03 23:21:08.166519552,6.5,True,Documentation
108,93,117,2020-04-29 14:42:53.551713828,6.9,True,Meeting
91,111,149,2024-05-31 17:53:23.128012597,5.4,True,Meeting
116,80,130,2022-02-19 09:10:09.785717554,10.4,True,Research
102,82,104,2023-05-20 18:41:11.790209610,5.7,True,Documentation
115,107,86,2024-12-15 04:08:36.600930132,7.4,True,Research
103,90,86,2020-07-27 20:37:32.521386509,5.8,True,Analysis
107,103,109,2024-02-24 15:03:43.502325216,8.6,True,Analysis
87,111,110,2020-09-12 01:02:42.710255522,7.3,False,Research
87,58,149,2024-09-19 16:21:44.319993100,7.6,True,Research
124,107,73,2023-07-26 04:59:24.686968737,8.4,True,Training
112,97,102,2021-03-24 09:39:54.665843306,6.2,True,Analysis
79,105,83,2020-11-01 02:36:31.979665329,9.0,True,Analysis
103,75,121,2022-11-18 18:18:10.011289570,7.3,True,Research
52,95,92,2021-06-17 23:26:53.301408779,3.6,True,Meeting
88,80,153,2024-11-29 20:45:10.631479951,6.1,False,Research
119,106,132,2023-10-16 23:15:07.122842726,10.5,True,Documentation
97,70,100,2024-05-14 21:48:52.236801325,8.5,True,Research
102,112,139,2020-04-27 05:31:31.165998912,6.6,True,Research
39,116,72,2023-11-12 09:57:54.468235331,7.7,True,Training
92,105,102,2020-05-28 00:43:15.717477707,8.3,True,Analysis
106,90,126,2022-02-27 04:00:23.923826082,8.3,True,Analysis
109,79,81,2021-11-04 15:56:21.227035734,10.4,True,Documentation
119,138,77,2024-02-23 05:06:16.669850179,8.1,True,Documentation
95,98,135,2024-10-12 20:49:18.288667397,9.1,True,Documentation
96,142,149,2022-05-05 20:46:00.072455011,8.6,True,Research
73,136,103,2021-04-06 07:07:20.368420427,6.5,True,Documentation
95,109,120,2023-04-14 10:42:13.237449468,8.7,True,Research
74,80,108,2022-10-23 18:04:10.240174354,7.3,True,Research
63,97,114,2023-12-25 14:33:42.687960927,6.7,True,Training
78,104,84,2021-03-20 17:24:37.128832076,8.3,True,Research
130,107,105,2022-09-10 21:27:37.046760945,9.2,True,Documentation
94,86,94,2022-05-31 17:21:23.001912657,8.2,True,Analysis
104,93,106,2021-02-22 03:32:52.981423301,10.3,True,Analysis
89,67,90,2022-08-30 02:13:26.917053000,8.6,True,Documentation
64,92,105,2024-04-15 06:08:41.797498849,9.8,True,Analysis
118,72,140,2023-05-31 01:40:32.745265587,7.1,True,Research
56,128,90,2024-01-05 04:11:12.681317864,4.7,True,Meeting
88,103,121,2022-10-09 12:03:46.723305225,5.9,True,Research
98,93,99,2024-07-17 14:09:04.685403486,7.9,True,Training
104,60,128,2021-12-14 10:42:21.561141566,5.8,True,Documentation
85,80,68,2022-12-21 10:03:34.540471609,7.6,True,Analysis
63,123,102,2022-12-02 09:07:14.060443608,8.0,True,Research
83,96,119,2020-10-11 15:29:46.909492108,6.2,True,Documentation
85,132,104,2024-02-15 14:32:51.527755731,8.3,True,Analysis
84,113,98,2024-07-09 14:56:27.638322819,8.1,True,Research
119,86,81,2022-07-26 13:18:36.157413380,5.7,True,Meeting
75,138,81,2022-05-20 05:47:39.907844246,7.6,True,Research
106,70,114,2022-10-19 12:00:23.221624679,10.4,True,Analysis
103,83,99,2024-04-25 16:07:55.910228273,7.5,True,Analysis
119,96,74,2020-08-27 16:12:16.827900914,5.5,False,Documentation
97,96,60,2020-09-29 12:34:52.937642344,5.4,True,Documentation
115,98,91,2021-07-22 18:20:48.200724385,8.9,True,Documentation
96,113,94,2024-12-26 13:00:39.373628509,6.8,True,Meeting
108,96,114,2021-10-28 09:18:13.354782682,8.4,True,Training
69,131,86,2023-02-18 09:51:23.103323687,6.6,False,Research
47,79,106,2024-03-13 20:26:43.228843120,6.8,True,Research
107,80,107,2022-10-16 02:05:29.051928662,8.3,False,Research
108,108,104,2020-06-06 19:26:46.802994861,8.3,True,Research
109,87,88,2023-05-15 10:44:43.799491791,8.3,True,Research
89,97,91,2022-03-18 16:30:01.485066492,7.6,True,Analysis
129,134,103,2022-12-01 23:05:48.786691610,9.7,True,Analysis
90,83,110,2023-06-14 02:28:34.583117963,8.3,True,Meeting
108,98,105,2021-02-14 10:49:53.035240806,6.2,True,Research
111,101,107,2020-04-27 06:56:54.661290446,7.1,True,Research
134,70,104,2024-08-13 18:16:13.111730524,7.7,True,Training
93,68,75,2023-09-23 15:03:34.798561210,5.6,False,Meeting
86,95,77,2023-07-07 17:34:58.431379025,6.8,True,Research
70,92,125,2022-10-22 17:59:53.802275938,9.5,True,Research
131,78,104,2022-08-05 09:37:30.294026700,6.0,True,Documentation
108,102,140,2023-10-27 19:16:30.112346587,6.8,True,Documentation
109,105,89,2020-03-06 06:01:05.908344489,6.9,True,Analysis
162,94,98,2023-09-10 23:08:00.342256030,7.9,True,Documentation
106,94,90,2024-08-31 17:34:06.771782134,8.3,False,Analysis
73,105,98,2023-12-24 10:04:12.505491606,7.0,True,Research
96,114,106,2024-11-01 13:04:05.777456320,8.8,True,Analysis
80,109,96,2022-05-16 06:48:18.469651929,6.0,True,Documentation
92,103,90,2024-05-17 13:09:13.101491387,6.2,True,Research
91,101,132,2023-06-16 23:00:53.720575325,10.3,True,Research
88,81,118,2024-03-26 14:29:57.321166401,7.9,True,Research
72,110,73,2020-04-07 02:44:17.310425073,8.1,True,Research
131,95,83,2020-01-03 09:50:31.681449304,5.8,True,Research
105,84,86,2023-11-19 04:05:09.727171331,8.2,True,Research
95,101,90,2022-09-18 05:58:30.069019629,5.6,True,Research
115,98,147,2020-06-30 00:35:37.736069773,7.1,True,Analysis
109,100,124,2020-11-30 11:12:09.763709852,6.1,True,Research
105,114,105,2020-10-07 13:35:54.288029183,7.0,False,Research
113,92,81,2021-01-28 09:43:15.355087894,6.8,False,Research
102,141,112,2024-12-19 17:32:34.358996321,8.5,True,Documentation
113,106,83,2022-09-06 16:58:54.123779200,7.0,True,Research
115,66,105,2024-11-21 00:09:15.294312852,7.1,True,Research
103,86,120,2020-12-26 19:51:20.640351996,7.5,False,Research
95,107,87,2022-05-09 14:48:28.028666745,9.7,False,Meeting
130,123,135,2022-08-11 13:59:30.753147400,10.2,False,Analysis
90,118,132,2024-02-06 13:12:26.085886947,6.2,True,Analysis
